y,XC1,XC2,XC3,XC4,XC5,XM1,XM2,XM3,XM4,XM5,XM6,XM7,XM8,XM9,XM10,z,strata,tau
0,2.1,0.7,0.6,0.5,0.6,1,0,0,0,0,0,0,0,1,1,-0.3088970671252601,376,-0.22314355131421
0,0,-2.4,-1,0.8,0.5,0,0,1,1,0,0,0,0,0,0,-0.6676631854896931,377,0.262364264467491
1,-0.2,-3,-2.1,-1.6,-2.6,0,0,1,1,0,0,0,0,0,0,0.3303177875861386,377,0.262364264467491
0,-1.1,-2.4,-1.7,-0.1,-1.7,0,0,1,1,0,0,0,0,0,0,-0.23440606982573486,377,0.262364264467491
0,1,-1.5,-0.3,1.6,0.9,0,0,1,1,0,0,0,0,0,0,-0.6538641179276374,377,0.262364264467491
1,-0.6,-0.4,-1.3,0.6,-0.4,0,0,0,0,0,0,0,0,0,0,0.6397655724203495,378,-0.22314355131421
0,2.1,2.1,1,0.7,-0.8,0,0,0,0,0,0,0,0,0,0,1.7916103957291307,378,-0.22314355131421
0,-1.1,-1.3,-1.1,0.3,-0.5,0,0,0,0,0,0,0,0,0,0,-1.3446430686737094,378,-0.22314355131421
0,0.9,1.4,-1,-0.3,0.9,0,0,0,0,0,0,0,0,0,0,-0.1977655969687646,378,-0.22314355131421
1,0,0.4,0.6,-0.7,0.1,0,0,0,1,0,1,1,0,0,0,-1.2754759705306362,379,-0.22314355131421
0,0.3,-0.9,-0.1,1.2,-0.4,0,0,0,1,0,1,1,0,0,0,0.5912275140585821,379,-0.22314355131421
0,-1.4,-1.8,-0,-1.2,0.2,0,0,0,1,0,1,1,0,0,0,-1.7592996847194333,379,-0.22314355131421
0,-0.4,-0.6,-2.1,-1.4,-0.9,0,0,0,1,0,1,1,0,0,0,-0.5471390002515064,379,-0.22314355131421
1,0.8,-0.7,0.6,0.7,-0.6,1,1,0,0,1,0,0,0,0,0,-0.8307153230108606,380,0.0953101798043249
0,0.5,-0.1,-2.2,-1.1,-1.7,1,1,0,0,1,0,0,0,0,0,0.18745428551234394,380,0.0953101798043249
0,2.3,1.2,0.3,1.5,1.8,1,1,0,0,1,0,0,0,0,0,-0.599055546956631,380,0.0953101798043249
0,0.9,0.6,0.2,0.6,1.4,1,1,0,0,1,0,0,0,0,0,-0.05395629777923322,380,0.0953101798043249
0,-1.2,-1.8,-0.6,-1.1,-1.2,0,1,1,1,0,1,1,0,0,1,-0.7326555237639301,381,0.405465108108164
0,-0.4,1.1,0.7,-0.1,-0.1,0,1,1,1,0,1,1,0,0,1,-0.929764945548156,381,0.405465108108164
0,-0.6,-0.2,-1.3,-1.2,-1.6,0,1,1,1,0,1,1,0,0,1,-0.03968820199089254,381,0.405465108108164
1,-2,-0.9,0.8,-0.4,-1.9,0,1,1,1,0,1,1,0,0,1,1.001649102681289,381,0.405465108108164
0,1.2,-0.3,-0,1.3,-0.2,0,1,0,1,1,1,0,0,0,1,0.24788761080579863,382,0.0953101798043249
0,0.2,1.1,-1.5,0.4,1.5,0,1,0,1,1,1,0,0,0,1,0.6906036839174685,382,0.0953101798043249
0,0.3,-0.7,-0.8,0.9,0.5,0,1,0,1,1,1,0,0,0,1,-1.1056312116855307,382,0.0953101798043249
1,0.8,-1.1,-0.6,1.5,1.3,0,1,0,1,1,1,0,0,0,1,-0.2948877708109635,382,0.0953101798043249
0,-0.6,0.3,-0.3,-0.3,-1.2,0,0,1,1,1,1,0,1,1,1,0.5492774944934826,383,0.262364264467491
1,0.4,1.1,1.7,0.9,0.2,0,0,1,1,1,1,0,1,1,1,1.4167980148537365,383,0.262364264467491
0,2.7,1.7,2.3,1.8,2.9,0,0,1,1,1,1,0,1,1,1,0.5658113658991908,383,0.262364264467491
0,-1.2,0,0.1,0.3,-0.2,0,0,1,1,1,1,0,1,1,1,3.149175221463835,383,0.262364264467491
1,0.5,1.6,1.6,0,-0.3,0,1,0,0,0,1,1,0,1,0,-0.38624348154953103,384,-0.22314355131421
0,2.7,0.3,2.1,3,1.9,0,1,0,0,0,1,1,0,1,0,1.4104262903911584,384,-0.22314355131421
0,1.4,1,-0.4,1.2,0.7,0,1,0,0,0,1,1,0,1,0,1.2527004792103997,384,-0.22314355131421
0,-0.3,-0,0.6,-1.8,-0.7,0,1,0,0,0,1,1,0,1,0,1.2504955833560154,384,-0.22314355131421
0,-1.5,-0.1,0.1,-0.1,-0.1,1,0,1,0,1,1,0,0,0,0,1.033621074907317,385,0.262364264467491
0,-1.3,1.7,-0.2,0.4,-0.6,1,0,1,0,1,1,0,0,0,0,1.5023854771241962,385,0.262364264467491
0,-0.2,1.5,0.6,-0.5,-0.5,1,0,1,0,1,1,0,0,0,0,-1.2256604679910073,385,0.262364264467491
1,0.9,1.4,1.9,-0.5,0.9,1,0,1,0,1,1,0,0,0,0,0.9314773042554714,385,0.262364264467491
0,1.5,0.2,-1.1,0.5,-0.5,1,0,1,1,0,1,1,1,0,0,-0.22060921658674626,386,0.262364264467491
1,0.7,1.9,2,-0.4,1.8,1,0,1,1,0,1,1,1,0,0,-0.816842196423119,386,0.262364264467491
0,0.2,0.4,0.6,0.5,-0.8,1,0,1,1,0,1,1,1,0,0,2.9409775845282846,386,0.262364264467491
0,0.2,0.6,1.2,-0,0.2,1,0,1,1,0,1,1,1,0,0,1.9009030177238124,386,0.262364264467491
0,1.2,0.4,-0.1,0.8,1.7,1,1,1,0,0,0,0,0,0,0,-0.6442525929602462,387,0.405465108108164
1,1.2,-0.4,0.4,0.7,0.1,1,1,1,0,0,0,0,0,0,0,0.29026653094311705,387,0.405465108108164
0,0.5,1.3,0.7,1.4,-0.1,1,1,1,0,0,0,0,0,0,0,0.9373776338556069,387,0.405465108108164
0,2.7,0.1,1.5,1.8,-0.5,1,1,1,0,0,0,0,0,0,0,1.066819292709324,387,0.405465108108164
0,3.1,0.5,2.5,2.8,1.6,1,1,1,1,0,0,0,0,0,0,-1.2896049811603247,388,0.405465108108164
0,0.5,-0.1,-0.4,1.7,-0.3,1,1,1,1,0,0,0,0,0,0,-0.6904756643863059,388,0.405465108108164
0,1.2,-1.1,1.1,0.1,0.1,1,1,1,1,0,0,0,0,0,0,-1.1899663578935957,388,0.405465108108164
1,0.3,-0.5,0.1,1,-0.4,1,1,1,1,0,0,0,0,0,0,-0.5267265361445654,388,0.405465108108164
0,0.4,0.5,0.1,1.5,1.6,0,0,0,0,0,1,1,1,1,1,2.29828080997443,389,-0.22314355131421
0,1.9,2.3,1.3,2.3,1.1,0,0,0,0,0,1,1,1,1,1,1.5911059197645563,389,-0.22314355131421
1,1.2,1,-0.6,1.5,1.9,0,0,0,0,0,1,1,1,1,1,0.12487415518726253,389,-0.22314355131421
0,1.2,0.8,-0.6,1.7,0.5,0,0,0,0,0,1,1,1,1,1,2.1684614344312254,389,-0.22314355131421
0,1,1,0.9,1.5,2.1,0,0,0,0,0,0,1,1,1,1,1.8533590596841267,390,-0.22314355131421
0,-0,0.2,0.1,-0.3,-0.9,0,0,0,0,0,0,1,1,1,1,-0.6693915885362574,390,-0.22314355131421
0,0.8,0.4,0.7,0.7,-0.9,0,0,0,0,0,0,1,1,1,1,0.8731465293574463,390,-0.22314355131421
1,-1.5,0.5,-1.2,-1,-1.4,0,0,0,0,0,0,1,1,1,1,0.490401253717317,390,-0.22314355131421
0,2,1.7,1.2,2.5,2.5,0,0,0,1,0,0,1,1,1,1,-0.27536941846387963,391,-0.22314355131421
1,1.4,0.4,1.7,0.9,0.1,0,0,0,1,0,0,1,1,1,1,1.8724967029839032,391,-0.22314355131421
0,0.6,0.6,1.8,0.1,-1.7,0,0,0,1,0,0,1,1,1,1,0.8150416760202912,391,-0.22314355131421
0,0.7,-0.5,1,0.8,1,0,0,0,1,0,0,1,1,1,1,3.3632665097657872,391,-0.22314355131421
0,-1,-1.5,-0.9,-2,-1,1,1,1,1,1,1,0,0,0,0,1.5899225969223165,392,0.405465108108164
0,-0.7,1.6,1.6,0.6,-0.3,1,1,1,1,1,1,0,0,0,0,0.12163083764444171,392,0.405465108108164
0,-0.7,0.3,0.2,-1.4,-0.2,1,1,1,1,1,1,0,0,0,0,0.016262813083075756,392,0.405465108108164
1,-1,1.1,0.3,-0.9,-0.6,1,1,1,1,1,1,0,0,0,0,-0.6392936535039345,392,0.405465108108164
0,1.4,0,-0.2,1.5,0.9,1,0,0,0,1,0,1,1,1,0,0.5268627844547434,393,0.0953101798043249
1,0.8,0.1,-0.2,0.7,-0.7,1,0,0,0,1,0,1,1,1,0,0.9138280354820021,393,0.0953101798043249
0,0.1,-0.5,0.5,2,1.4,1,0,0,0,1,0,1,1,1,0,-0.052123124846688074,393,0.0953101798043249
0,3.4,1.1,1.2,2.3,2.3,1,0,0,0,1,0,1,1,1,0,-0.6831986392111349,393,0.0953101798043249
0,-3.1,-0.8,-0.8,-1.7,-1.8,0,1,1,1,0,1,1,1,1,1,-0.2994289271457915,394,0.405465108108164
0,-1.8,2.1,1.1,-0.8,-0.9,0,1,1,1,0,1,1,1,1,1,-1.8184664927850356,394,0.405465108108164
1,-1.2,0.8,-0.1,1,-0.1,0,1,1,1,0,1,1,1,1,1,1.1480294931658657,394,0.405465108108164
0,-0.7,0.7,0.8,-0.5,0.3,0,1,1,1,0,1,1,1,1,1,-0.08423119553573455,394,0.405465108108164
0,0.4,0.2,-1,-0.3,-0.6,1,0,0,0,1,1,1,1,0,1,-0.6722255560472037,395,0.0953101798043249
0,-1.3,-0.1,-0.4,-0.2,-0.2,1,0,0,0,1,1,1,1,0,1,-1.8949166791270016,395,0.0953101798043249
0,-2.9,-1.8,-1.5,-3,-2.5,1,0,0,0,1,1,1,1,0,1,-0.9288515194040072,395,0.0953101798043249
1,-0.9,-1.2,-1.1,-1.9,-0.6,1,0,0,0,1,1,1,1,0,1,-0.0380033565424015,395,0.0953101798043249
0,0.6,0.3,0.8,0.5,1.3,0,1,1,0,1,0,1,0,0,0,0.9845347832435887,396,0.405465108108164
0,0.6,2,0.8,0.2,0.2,0,1,1,0,1,0,1,0,0,0,0.10543948111385994,396,0.405465108108164
0,-1.4,-0.8,0.2,-0.9,-1.6,0,1,1,0,1,0,1,0,0,0,-0.32316402792095444,396,0.405465108108164
1,-0.4,-1,-1.3,-0.8,-2.2,0,1,1,0,1,0,1,0,0,0,3.285647102037705,396,0.405465108108164
0,0.2,0.4,0.6,0.4,1.6,1,1,1,1,0,0,0,0,0,0,1.3842048744741708,397,0.405465108108164
0,2.3,0.6,-0.2,0.9,0.3,1,1,1,1,0,0,0,0,0,0,1.5709623225464266,397,0.405465108108164
0,-0.6,0.6,-0.6,0.8,-0.3,1,1,1,1,0,0,0,0,0,0,1.3331411750050124,397,0.405465108108164
1,-0.1,-0.9,0.2,0.7,-1.3,1,1,1,1,0,0,0,0,0,0,0.5136198585623947,397,0.405465108108164
0,-1.3,-1.5,-0.8,0.2,-1,0,0,0,0,0,1,1,0,0,0,-1.4856138934513372,398,-0.22314355131421
1,0.5,-1,0.4,0.8,1,0,0,0,0,0,1,1,0,0,0,1.295275134086293,398,-0.22314355131421
0,1,-0.6,-1.7,-0.1,0.4,0,0,0,0,0,1,1,0,0,0,-0.19695427711694816,398,-0.22314355131421
0,2.9,-1.2,-0.4,1.3,0.9,0,0,0,0,0,1,1,0,0,0,-0.1894470635935402,398,-0.22314355131421
1,1.2,-0,-0.7,0.1,1.5,1,1,0,0,0,0,0,0,0,0,-1.7462044982669935,399,-0.22314355131421
0,-0.1,-1.6,-2.2,-1.1,-0.9,1,1,0,0,0,0,0,0,0,0,-0.1434407362012492,399,-0.22314355131421
0,-1.6,-2.3,-0.7,-0.4,-1.4,1,1,0,0,0,0,0,0,0,0,-1.5107365409661089,399,-0.22314355131421
0,1.3,-1.3,1.9,2,1.8,1,1,0,0,0,0,0,0,0,0,-0.7814844156973617,399,-0.22314355131421
0,-0.7,-0.1,0.4,0.5,0.4,1,0,1,1,1,1,1,1,1,1,1.1943506359709037,400,0.262364264467491
0,-2.3,0.3,0.5,-1.1,-0,1,0,1,1,1,1,1,1,1,1,0.596865221441995,400,0.262364264467491
1,-2.3,-0.4,-0.2,-0.8,-0.3,1,0,1,1,1,1,1,1,1,1,-0.1669114332630166,400,0.262364264467491
0,-0.3,0.3,0.9,0.6,0.2,1,0,1,1,1,1,1,1,1,1,0.10223803388129071,400,0.262364264467491
0,0.8,-0.8,0.2,0.1,0.2,0,0,0,0,0,0,0,0,0,1,-1.0499387898864054,401,-0.22314355131421
1,0.7,-0.4,-0,0.8,-0.5,0,0,0,0,0,0,0,0,0,1,-1.5786328083743675,401,-0.22314355131421
0,-0.7,-1.4,-1.6,-0.9,0.4,0,0,0,0,0,0,0,0,0,1,-1.0581600475192567,401,-0.22314355131421
0,1,0.3,0.7,0.6,1.1,0,0,0,0,0,0,0,0,0,1,-1.0799942341469213,401,-0.22314355131421
0,-0.5,0.2,-0.2,0.3,-0.5,0,0,0,0,1,1,1,1,1,1,-0.6016541742678032,402,0.0953101798043249
0,-1.2,-0.4,-1.2,-1.8,-1.1,0,0,0,0,1,1,1,1,1,1,1.5455358145657907,402,0.0953101798043249
0,-0.4,-1,-2.1,-2,-1,0,0,0,0,1,1,1,1,1,1,1.467875002765019,402,0.0953101798043249
1,-1.2,0.7,0.5,0.1,-0.8,0,0,0,0,1,1,1,1,1,1,-0.3155719385405975,402,0.0953101798043249
0,0.2,-0,1.7,1.4,0.9,1,0,0,1,1,1,0,0,0,0,2.816971856459178,403,0.0953101798043249
1,2.3,0.9,0.5,1.1,1.4,1,0,0,1,1,1,0,0,0,0,1.063151300033726,403,0.0953101798043249
0,-0.2,-0.9,-0.2,1,-0.6,1,0,0,1,1,1,0,0,0,0,1.2219631508945001,403,0.0953101798043249
0,0.9,1.1,0.3,1.9,-0.3,1,0,0,1,1,1,0,0,0,0,1.9031713524307254,403,0.0953101798043249
0,-1.5,-0.1,0.1,-0.1,-0.1,1,0,0,0,0,1,0,1,0,1,1.033621074907317,404,-0.22314355131421
1,-1.3,1.7,-0.2,0.4,-0.6,1,0,0,0,0,1,0,1,0,1,1.5023854771241962,404,-0.22314355131421
0,-0.2,1.5,0.6,-0.5,-0.5,1,0,0,0,0,1,0,1,0,1,-1.2256604679910073,404,-0.22314355131421
0,0.9,1.4,1.9,-0.5,0.9,1,0,0,0,0,1,0,1,0,1,0.9314773042554714,404,-0.22314355131421
0,-0.5,-0.3,0.2,1.8,0,0,0,0,0,1,1,1,0,0,0,-0.3772351639176896,405,0.0953101798043249
1,-0.5,-0.7,-0.4,0,-0.3,0,0,0,0,1,1,1,0,0,0,-0.8433661511897382,405,0.0953101798043249
0,0.2,-1.1,-1.1,-0.7,-0.7,0,0,0,0,1,1,1,0,0,0,0.9475554665544618,405,0.0953101798043249
0,1.1,-0.5,-0.6,-0.6,0.2,0,0,0,0,1,1,1,0,0,0,-1.1728370215002917,405,0.0953101798043249
0,-1,-1.7,-1.2,-2.3,-1.8,1,1,1,1,1,1,0,1,1,1,0.6473862128445398,406,0.405465108108164
0,-1.4,0.1,0.2,1.2,-0.6,1,1,1,1,1,1,0,1,1,1,-0.07470946159746067,406,0.405465108108164
1,-1.9,-2,-0.3,-2.4,-1.6,1,1,1,1,1,1,0,1,1,1,1.2697945020002,406,0.405465108108164
0,-2.6,0.6,-0.5,-1.4,-2.3,1,1,1,1,1,1,0,1,1,1,0.6558122331934286,406,0.405465108108164
0,1,2.9,1.4,1,0.1,0,0,0,0,0,1,0,1,0,1,0.41359933959928563,407,-0.22314355131421
0,-2.1,-1,0,-1.8,-0.9,0,0,0,0,0,1,0,1,0,1,0.16383828409563939,407,-0.22314355131421
0,-0.3,-1.2,-1.5,-0.8,-1.1,0,0,0,0,0,1,0,1,0,1,2.0477801930190176,407,-0.22314355131421
1,-1.1,0.9,1.3,-0.9,-0.4,0,0,0,0,0,1,0,1,0,1,2.3170888923292132,407,-0.22314355131421
0,0.2,-0,-1.6,1.2,0.3,1,1,1,0,1,0,1,1,1,1,0.034268345439986136,408,0.405465108108164
1,0.6,0.5,2,1.9,1.2,1,1,1,0,1,0,1,1,1,1,-1.4841959411686425,408,0.405465108108164
0,1.4,-1,-0,0.2,-0.1,1,1,1,0,1,0,1,1,1,1,1.115014179984251,408,0.405465108108164
0,1.1,-0.2,-0.2,0.7,1.3,1,1,1,0,1,0,1,1,1,1,-0.7456911250479362,408,0.405465108108164
0,1.3,-0.2,0.2,0.2,0.3,0,1,0,1,1,0,1,1,0,1,-1.7260135623272386,409,0.0953101798043249
0,0.6,1.3,0.7,1.4,1.2,0,1,0,1,1,0,1,1,0,1,-0.1719914956511972,409,0.0953101798043249
1,0.6,-1.1,-0.6,0.1,0.4,0,1,0,1,1,0,1,1,0,1,-0.23565107771993177,409,0.0953101798043249
0,-0.4,-1.5,-2.5,0.1,-2.2,0,1,0,1,1,0,1,1,0,1,0.18459209412099475,409,0.0953101798043249
0,-0.7,-0.1,0.4,0.5,0.4,0,0,1,0,0,0,0,0,1,1,1.1943506359709037,410,0.262364264467491
1,-2.3,0.3,0.5,-1.1,-0,0,0,1,0,0,0,0,0,1,1,0.596865221441995,410,0.262364264467491
0,-2.3,-0.4,-0.2,-0.8,-0.3,0,0,1,0,0,0,0,0,1,1,-0.1669114332630166,410,0.262364264467491
0,-0.3,0.3,0.9,0.6,0.2,0,0,1,0,0,0,0,0,1,1,0.10223803388129071,410,0.262364264467491
0,1.2,-0.4,0.3,0.3,-0,1,1,1,1,1,1,1,0,1,0,-1.5653969535754055,411,0.405465108108164
0,0.9,1.1,-0.1,1.1,1,1,1,1,1,1,1,1,0,1,0,-1.3644020175345564,411,0.405465108108164
0,-0.4,-2.4,-0.9,-0.2,-0.8,1,1,1,1,1,1,1,0,1,0,-0.2870466522420427,411,0.405465108108164
1,0.3,0.4,-0.1,1.1,0.9,1,1,1,1,1,1,1,0,1,0,-0.28393070351962524,411,0.405465108108164
1,1,1,0.9,1.5,2.1,0,0,0,1,0,0,1,1,1,1,1.8533590596841267,412,-0.22314355131421
0,-0,0.2,0.1,-0.3,-0.9,0,0,0,1,0,0,1,1,1,1,-0.6693915885362574,412,-0.22314355131421
0,0.8,0.4,0.7,0.7,-0.9,0,0,0,1,0,0,1,1,1,1,0.8731465293574463,412,-0.22314355131421
0,-1.5,0.5,-1.2,-1,-1.4,0,0,0,1,0,0,1,1,1,1,0.490401253717317,412,-0.22314355131421
1,0.9,-1,-1,0.3,0.6,1,1,1,1,1,1,0,1,1,1,-1.119990530989001,413,0.405465108108164
0,-0.5,-2.4,-3.3,-0.4,-1.5,1,1,1,1,1,1,0,1,1,1,-0.6225741613986757,413,0.405465108108164
0,0.7,-0.3,0.8,0.5,0.4,1,1,1,1,1,1,0,1,1,1,-0.7586839010762585,413,0.405465108108164
0,0.9,-1.4,-0.9,0.3,-0.2,1,1,1,1,1,1,0,1,1,1,-1.8741331495755778,413,0.405465108108164
1,-1.1,0.9,0.6,1.2,-1,1,0,0,0,0,1,1,1,0,1,1.2168151237731815,414,-0.22314355131421
0,-2.4,-1.4,-1.8,-2.6,-3.4,1,0,0,0,0,1,1,1,0,1,1.9224109972711438,414,-0.22314355131421
0,1.6,0.7,2.4,-1.5,0.3,1,0,0,0,0,1,1,1,0,1,1.6717001040877315,414,-0.22314355131421
0,0.4,1.4,1.7,-1.1,-0.6,1,0,0,0,0,1,1,1,0,1,1.7116467349891331,414,-0.22314355131421
1,-0.2,0,0.5,-1.1,1.2,1,1,0,1,1,1,0,1,1,1,1.676751630268276,415,0.0953101798043249
0,2.3,0.8,1.6,2,2.3,1,1,0,1,1,1,0,1,1,1,0.5965430000543711,415,0.0953101798043249
0,1,0.3,-0.2,0.6,-1,1,1,0,1,1,1,0,1,1,1,1.4314190589017877,415,0.0953101798043249
0,-0.3,0.3,0,0.9,0.4,1,1,0,1,1,1,0,1,1,1,1.0035421212940865,415,0.0953101798043249
0,0.7,2.6,1.4,1.8,1,0,0,0,0,1,0,0,0,0,0,1.3084317122493552,416,0.0953101798043249
1,0.4,0.8,-0.5,-0.6,0,0,0,0,0,1,0,0,0,0,0,0.8935516782408562,416,0.0953101798043249
0,-0.4,-0.4,-0.1,0.4,-1.3,0,0,0,0,1,0,0,0,0,0,1.1375860685368804,416,0.0953101798043249
0,-0.2,0.8,0.3,-1.1,0.6,0,0,0,0,1,0,0,0,0,0,1.9290559168860835,416,0.0953101798043249
0,0.2,0.4,0.6,0.4,1.6,0,0,0,0,0,1,1,1,1,0,1.3842048744741708,417,-0.22314355131421
0,2.3,0.6,-0.2,0.9,0.3,0,0,0,0,0,1,1,1,1,0,1.5709623225464266,417,-0.22314355131421
0,-0.6,0.6,-0.6,0.8,-0.3,0,0,0,0,0,1,1,1,1,0,1.3331411750050124,417,-0.22314355131421
1,-0.1,-0.9,0.2,0.7,-1.3,0,0,0,0,0,1,1,1,1,0,0.5136198585623947,417,-0.22314355131421
0,1.2,-0.3,-0,1.3,-0.2,0,1,0,0,0,1,0,1,0,0,0.24788761080579863,418,-0.22314355131421
0,0.2,1.1,-1.5,0.4,1.5,0,1,0,0,0,1,0,1,0,0,0.6906036839174685,418,-0.22314355131421
1,0.3,-0.7,-0.8,0.9,0.5,0,1,0,0,0,1,0,1,0,0,-1.1056312116855307,418,-0.22314355131421
0,0.8,-1.1,-0.6,1.5,1.3,0,1,0,0,0,1,0,1,0,0,-0.2948877708109635,418,-0.22314355131421
0,0.6,-0.2,0.5,0.6,1,1,1,1,1,1,1,1,1,1,1,-1.8652054334843464,419,0.405465108108164
0,-1.9,-1.4,-1.2,-1.4,-1,1,1,1,1,1,1,1,1,1,1,-1.3593190832394297,419,0.405465108108164
0,-0.8,-1.7,-0.3,-1.2,-1.7,1,1,1,1,1,1,1,1,1,1,-0.9896741625959864,419,0.405465108108164
1,-1.5,-0.9,0.1,-0.2,-0.6,1,1,1,1,1,1,1,1,1,1,-1.5673388552499836,419,0.405465108108164
0,-1.4,0.2,-0.7,0,0.7,1,1,0,0,0,0,0,0,0,0,-3.383495513268309,420,-0.22314355131421
0,-0.6,-1,-1.2,-1.4,-1.5,1,1,0,0,0,0,0,0,0,0,0.11416004516081091,420,-0.22314355131421
0,-0.8,-0.3,-0.3,-0.6,-1.5,1,1,0,0,0,0,0,0,0,0,-0.03845645418061039,420,-0.22314355131421
1,-3.2,-1.7,-0.9,-2,-0.5,1,1,0,0,0,0,0,0,0,0,-1.1503476364889393,420,-0.22314355131421
1,2.3,2.2,2,2.7,1.5,1,1,0,1,1,1,1,0,1,1,1.612112426137104,421,0.0953101798043249
0,1.1,-0.4,0.1,0,1.3,1,1,0,1,1,1,1,0,1,1,0.9274071593804494,421,0.0953101798043249
0,1.1,-0.8,-0.1,0.7,0.8,1,1,0,1,1,1,1,0,1,1,-0.15511087775783106,421,0.0953101798043249
0,2.8,1.4,1,1.2,0.2,1,1,0,1,1,1,1,0,1,1,0.8315737318942935,421,0.0953101798043249
0,0.4,-1.8,-1.8,0.1,-0.6,0,0,0,1,0,1,1,0,1,1,-0.44361564286737715,422,-0.22314355131421
1,-0.2,-1.5,-1.7,0.3,-0.1,0,0,0,1,0,1,1,0,1,1,-1.6804913525723006,422,-0.22314355131421
0,0.3,-1.2,-0.4,-0.4,0.6,0,0,0,1,0,1,1,0,1,1,0.17465344501595126,422,-0.22314355131421
0,0.4,-1.7,-2.6,-0.1,-1.6,0,0,0,1,0,1,1,0,1,1,-1.698855355703459,422,-0.22314355131421
0,0.3,-0.3,-0.3,2.2,1.3,1,1,1,1,1,1,1,1,0,0,-0.6351033819246592,423,0.405465108108164
0,0.7,1.7,-0.2,1.7,1.2,1,1,1,1,1,1,1,1,0,0,1.9582697519722168,423,0.405465108108164
0,1.1,1,0.6,1,-0.5,1,1,1,1,1,1,1,1,0,0,0.0034778171400209335,423,0.405465108108164
1,2,1.4,-0,0.7,-0.4,1,1,1,1,1,1,1,1,0,0,0.716369289410643,423,0.405465108108164
0,0.3,-1,-1.3,-0.5,-0.4,0,0,0,1,1,1,1,1,0,0,-2.167372268501151,424,0.0953101798043249
1,-0.4,-0.4,0.1,-0,1.5,0,0,0,1,1,1,1,1,0,0,-1.8299007552761362,424,0.0953101798043249
0,1.2,-0.4,0,-0.1,-0.1,0,0,0,1,1,1,1,1,0,0,-1.0008045013593811,424,0.0953101798043249
0,0.2,-0.3,-0.1,-0.4,-0.7,0,0,0,1,1,1,1,1,0,0,-0.6876413463856297,424,0.0953101798043249
0,1,2.9,1.4,1,0.1,1,1,1,0,1,1,1,0,0,1,0.41359933959928563,425,0.405465108108164
0,-2.1,-1,0,-1.8,-0.9,1,1,1,0,1,1,1,0,0,1,0.16383828409563939,425,0.405465108108164
0,-0.3,-1.2,-1.5,-0.8,-1.1,1,1,1,0,1,1,1,0,0,1,2.0477801930190176,425,0.405465108108164
1,-1.1,0.9,1.3,-0.9,-0.4,1,1,1,0,1,1,1,0,0,1,2.3170888923292132,425,0.405465108108164
0,-0.2,-0.7,-1.5,-0.5,-1.6,1,1,1,1,0,1,1,1,1,1,1.8322325313064245,426,0.405465108108164
0,0.3,1.3,0.6,0.9,1.3,1,1,1,1,0,1,1,1,1,1,0.811507900872441,426,0.405465108108164
1,2.2,0.5,0.5,0.8,0.7,1,1,1,1,0,1,1,1,1,1,1.4635260465245614,426,0.405465108108164
0,1.3,1.6,-0.4,0.4,0.1,1,1,1,1,0,1,1,1,1,1,1.4617400527404123,426,0.405465108108164
0,-0.9,-0.4,-0.6,-1,-2.1,1,0,1,0,0,0,0,0,1,1,-0.5274302292677955,427,0.262364264467491
0,0.1,-1.3,-0.5,-0.8,0.2,1,0,1,0,0,0,0,0,1,1,-1.8542265765348112,427,0.262364264467491
0,-0.8,-0.1,-0.7,-1.2,-0.3,1,0,1,0,0,0,0,0,1,1,-2.5394589073360576,427,0.262364264467491
1,-0.2,-0.1,-0,-0.2,-0.3,1,0,1,0,0,0,0,0,1,1,1.1617254555056906,427,0.262364264467491
0,-1.3,0.6,-0.7,-0.3,-0.5,0,1,0,0,1,1,0,0,0,0,-1.4188444495158776,428,0.0953101798043249
0,0.7,1.1,2.1,0.4,2.9,0,1,0,0,1,1,0,0,0,0,0.02127750493962155,428,0.0953101798043249
1,-0.2,-0,0.3,1.8,-0.6,0,1,0,0,1,1,0,0,0,0,1.6472811866888495,428,0.0953101798043249
0,-1.9,0.9,-0.3,-1.6,-0.4,0,1,0,0,1,1,0,0,0,0,-3.223052417063628,428,0.0953101798043249
1,-0.7,-0.1,0.4,0.5,0.4,0,1,1,0,0,0,0,0,0,1,1.1943506359709037,429,0.405465108108164
0,-2.3,0.3,0.5,-1.1,-0,0,1,1,0,0,0,0,0,0,1,0.596865221441995,429,0.405465108108164
0,-2.3,-0.4,-0.2,-0.8,-0.3,0,1,1,0,0,0,0,0,0,1,-0.1669114332630166,429,0.405465108108164
0,-0.3,0.3,0.9,0.6,0.2,0,1,1,0,0,0,0,0,0,1,0.10223803388129071,429,0.405465108108164
0,-2.4,0.6,-0,-0.9,-0.1,0,0,0,0,0,0,0,0,1,0,0.6539353664578373,430,-0.22314355131421
1,0.2,0.8,1.1,0.5,0,0,0,0,0,0,0,0,0,1,0,1.431216069329967,430,-0.22314355131421
0,-0.7,-0.1,-0.3,-1.1,-0.4,0,0,0,0,0,0,0,0,1,0,1.5194901589540897,430,-0.22314355131421
0,-1.8,-0.1,-0.6,-1.3,-0.5,0,0,0,0,0,0,0,0,1,0,0.3846946992240072,430,-0.22314355131421
0,0.9,-0.4,-1.4,0.6,-0.2,1,1,1,0,0,0,0,0,0,0,-1.8579544637546315,431,0.405465108108164
0,0.4,-1.5,-1.8,-0.1,0,1,1,1,0,0,0,0,0,0,0,-1.6187277763003092,431,0.405465108108164
